threshold,.estimator,f_meas,precision,recall,bal_accuracy,accuracy
0.2,binary,0.8430178202113494,0.9574618701332132,0.7530114384046969,0.8238028010074832,0.7871220561681201
0.21000000000000002,binary,0.8482733387745912,0.9554301654726431,0.7627290211559874,0.8253128441771007,0.7928848591955127
0.22,binary,0.852812884464825,0.9527677121079595,0.7718392549853224,0.8256421597841617,0.7977640324253717
0.23,binary,0.8570157635741888,0.9507741656899636,0.7800890778418869,0.8264183230064163,0.802412693534135
0.24000000000000002,binary,0.8620108800706928,0.9485262838043148,0.7899584978236663,0.8274461600902736,0.8080218218141304
0.25,binary,0.86611796982167355,0.9456625928588546,0.7989168944225123,0.8271414323810855,0.8125168081754965
0.26,binary,0.870165293764661,0.9436228111689541,0.8073185545095658,0.8276745858180105,0.8171270505974105
0.27,binary,0.8739254237288134,0.9413448618332652,0.8155177649559672,0.8277078539338918,0.8213915248376811
0.28,binary,0.8779593377554872,0.9395198522622346,0.8239700374531835,0.8284257777761852,0.8261170233201429
0.29000000000000004,binary,0.880793991416309,0.9369934938933911,0.8309545500556736,0.8274530364693932,0.8292673556417841
0.3,binary,0.8836328729134446,0.9337804328223624,0.8385970239902825,0.8256132943265078,0.8323408505897268
0.31,binary,0.8863485664270748,0.9311228754527724,0.8456827614130985,0.8242925049291613,0.8353759268508203
0.32,binary,0.889720808837099,0.9285203323611951,0.8540338090899888,0.8234449064585648,0.8392946329094472
0.33,binary,0.8925442048376094,0.9265250544662309,0.860967709282316,0.8229252515475525,0.8426370586653348
0.34,binary,0.8954343855987478,0.9240254146026277,0.8685595708067618,0.8217777921008773,0.8460179031080718
0.35000000000000003,binary,0.8975017511090359,0.9206450582787802,0.875493470999089,0.8188661741855595,0.8482077682584809
0.36000000000000004,binary,0.8994987857179766,0.9187249313911758,0.8810608361170159,0.8177429838374906,0.8505513081562872
0.37,binary,0.9012113885959723,0.9161742404434451,0.8867294260552687,0.8155541564975753,0.8524338238119021
0.38,binary,0.9036119922234729,0.913520223440571,0.8939163882984108,0.8136461227092437,0.8552383879518998
0.39,binary,0.9053537771891397,0.9112489745693191,0.8995343658265007,0.8117509175648211,0.8572361596680625
0.4,binary,0.9067553502069,0.9096419294045739,0.9038870331005162,0.8104987708956576,0.8588881632025818
0.41000000000000003,binary,0.9085988872028326,0.908047720149631,0.9091507237574653,0.8095426717176738,0.8611548657266894
0.42000000000000004,binary,0.9096500957950993,0.906177800100452,0.9131491041603401,0.8076349890120789,0.862307426332168
0.43,binary,0.9100178306838443,0.9031454065101441,0.916995647332726,0.803578353087508,0.8623458450190172
0.44,binary,0.9108608608608609,0.9008514008514008,0.9210952525559267,0.8008442296904972,0.8631526374428522
0.45,binary,0.9111000249438762,0.8982392288018887,0.9243344468063569,0.7972015082062401,0.8630758000691536
0.46,binary,0.9112640707700719,0.8950939711984379,0.9280291527482539,0.7926702931657073,0.8628068692612086
0.47000000000000003,binary,0.9120451787085428,0.8930875576036866,0.9318250835104768,0.7901829930389253,0.8635752429981943
0.48000000000000004,binary,0.9123552218902033,0.8908608632746564,0.9349124405304181,0.7870224776404283,0.8636520803718929
0.49,binary,0.9130306313404906,0.8890380742303635,0.9383540844215001,0.7846769624786499,0.8643051980483307
0.5,binary,0.9133765468473777,0.8869814020028612,0.9413908290312785,0.7817303371755021,0.8644588727957279
0.51,binary,0.913392769667875,0.8849549121974372,0.9437189998987752,0.7785888892015005,0.8641515233009336
0.52,binary,0.9134077529983635,0.8827250838015203,0.9463002328170868,0.7750955796520452,0.86380575511929
0.53,binary,0.9136277326062614,0.8801594746716698,0.9497418767081689,0.7711554224873965,0.8636904990587422
0.54,binary,0.9135413128911746,0.8772363026462915,0.9529810709585991,0.7663964516011301,0.8630758000691536
0.55,binary,0.9136668036651113,0.874612358250405,0.9563721024395182,0.7621917919309694,0.8628068692612086
0.56,binary,0.9133915223995757,0.872214035734021,0.9586496608968519,0.7580682525501641,0.8620000768373737
0.5700000000000001,binary,0.9129494328013844,0.8692448512585812,0.9612815062253265,0.752846143002633,0.8608475162318951
0.5800000000000001,binary,0.9125278516495364,0.866384604886038,0.9638627391436381,0.7477581914503073,0.859733374313266
0.59,binary,0.9122186648826874,0.8639572773352643,0.9661909100111348,0.743420761974153,0.8588497445157325
0.6,binary,0.9118207816968541,0.8616340870191874,0.9682154064176536,0.7391706915679401,0.8578508586576511
0.61,binary,0.9113942102010744,0.859159347553325,0.9703917400546614,0.7345978792762543,0.8567751354258711
0.62,binary,0.9111174350218175,0.857206604194556,0.9722643992306914,0.7309894791560888,0.8560067616888855
0.63,binary,0.9106830122591945,0.8552631578947368,0.9737827715355806,0.7272836677004964,0.8550078758308041
0.64,binary,0.9102070691568483,0.8530648373533968,0.9755542058912845,0.7230665304691632,0.8538937339121749
0.65,binary,0.9100120172482858,0.851373396234734,0.9773256402469885,0.7198859105396959,0.8532790349225864
0.66,binary,0.9095525827004913,0.8493084522502744,0.9789958497823666,0.7158573571986303,0.8522033116908064
0.67,binary,0.9092871050224026,0.8474050107122557,0.9809191213685595,0.7121945311834027,0.8514349379538207
0.68,binary,0.9086183887054857,0.8453796889295517,0.9820832068023079,0.7080723799918094,0.8500518652272465
0.6900000000000001,binary,0.9080626314559477,0.843522056269538,0.9832979046462192,0.7042944634058715,0.8488608859349187
0.7000000000000001,binary,0.9074285714285715,0.8415019249902669,0.9845632149002935,0.7001431925242976,0.8475162318951939
0.7100000000000001,binary,0.9066828053350714,0.8393742188510106,0.9857273003340419,0.6957021129321301,0.8459794844212225
0.72,binary,0.9060313771063336,0.8377100614604376,0.9864864864864865,0.6921748331013201,0.8446732490683468
0.73,binary,0.9052568087969192,0.8356604420078808,0.9874987346897459,0.6878172990941952,0.8430980829075262
0.74,binary,0.9044432610155364,0.8335538389313303,0.9885109828930053,0.6833003008867833,0.8414460793730071
0.75,binary,0.9034136871056464,0.8313411884810072,0.989168944225124,0.678446695043514,0.8394483076568443
0.76,binary,0.9027585570624598,0.8293075684380032,0.9904848668893613,0.6740815340665911,0.8380268162434208
0.77,binary,0.9017197320256923,0.8270619536297985,0.9911934406316428,0.6690937702281161,0.8359906258404087
0.78,binary,0.9009998850706816,0.8253253042489578,0.9919526267840875,0.665247561996732,0.834530715740136
0.79,binary,0.8997155702358014,0.8227200268478899,0.9926105881162061,0.6593574388515969,0.8320335010949326
0.8,binary,0.8990245912900124,0.8208730556949323,0.9936228363194656,0.6552391011449026,0.8305735909946598
0.81,binary,0.8980552572042323,0.8186742219074206,0.994483247292236,0.6502475238215286,0.8286142379653464
0.8200000000000001,binary,0.8970095120782865,0.8164943316307463,0.9951412086243547,0.6452344537779723,0.826539628875485
0.8300000000000001,binary,0.8958262176378169,0.8142307214702595,0.9955967203158215,0.6399606947138029,0.824234507664528
0.8400000000000001,binary,0.8947452193092158,0.812311630403369,0.9957991699564733,0.6354374577258048,0.8221598985746668
0.85,binary,0.8938991440183458,0.8105826641960058,0.9963052940581031,0.6313849863688697,0.8204694763532983
0.86,binary,0.8928029015074238,0.8085150059531141,0.9967101933394068,0.6264845816003365,0.8183180298897383
0.87,binary,0.8916840104967876,0.8061850609506668,0.9974693794918514,0.6209639992659385,0.8160513273656307
0.88,binary,0.8905604120078607,0.8041855342063395,0.9977224415426663,0.6161471400824479,0.8138614622152215
0.89,binary,0.8896806783330327,0.8023265272919547,0.9983804028747849,0.611692194739896,0.8120557839333051
0.9,binary,0.8883586927163051,0.7999189298743413,0.9987853021560886,0.6058350047696406,0.8094433132275539
0.91,binary,0.8874502663699507,0.7982530632051438,0.9990889766170665,0.6017610406925231,0.8076376349456376
0.92,binary,0.8861657240326779,0.7961125897249778,0.9991902014373925,0.5964696023930703,0.8051404203004341
0.93,binary,0.8847773496998476,0.7936189021940047,0.9995951007186962,0.5902934840222408,0.8023742748472857
0.9400000000000001,binary,0.8832945805759256,0.7911093311974369,0.9997975503593481,0.5840161408310853,0.7994544546467401
0.9500000000000001,binary,0.8819301848049281,0.7888285554579574,0.999949387589837,0.578271616135853,0.7967651465672904
0.9600000000000001,binary,0.880142554850206,0.7859728686796356,0.999949387589837,0.5710159950227929,0.7932690460640055
0.97,binary,0.8781138196928956,0.7827120389811036,1,0.562669430712805,0.7892735026316801
0.98,binary,0.8751965626453456,0.778088449572717,1,0.5507096156912773,0.7835106996042875
0.99,binary,0.8701281543136478,0.770112254443405,1,0.5297400733535321,0.7734065849629259
