threshold,.estimator,f_meas,precision,recall,bal_accuracy,accuracy
0.01,binary,0.4893608893303281,0.9978189749182116,0.3241724870938354,0.6609699941449084,0.48645741288562755
0.02,binary,0.6053631756756758,0.9934164934164934,0.4353173398117218,0.7131139401976804,0.5691728456721349
0.03,binary,0.6632106910829098,0.9901497637953564,0.49858285251543677,0.7414776804436536,0.6156210380729187
0.04,binary,0.7052467126676213,0.9879627940908262,0.5483348517056382,0.7636427886338748,0.6520803718928887
0.05,binary,0.7349282903921817,0.9849464194590917,0.5861423220973783,0.7789585793232865,0.6790502900610857
0.060000000000000005,binary,0.7581557198782078,0.9817347924042484,0.6175220163984209,0.7906618214666319,0.7009489415651773
0.06999999999999999,binary,0.7754328011255888,0.9799010513296228,0.6415629112258325,0.8000511095756017,0.7179300011525606
0.08,binary,0.7902291917973463,0.9776152813012983,0.6631237979552587,0.807642268934574,0.732759614276384
0.09,binary,0.8034864350309378,0.9745273488237841,0.6835205992509363,0.8136148682748063,0.7462061546736333
0.09999999999999999,binary,0.8138693644678411,0.9713583713583713,0.700323919425043,0.8176312628539663,0.7568481309308848
0.11,binary,0.8233959630038974,0.9679294310722101,0.7164186658568681,0.8208149779611242,0.7667217334511507
0.12,binary,0.8324031988953455,0.964276193015196,0.7322603502378783,0.8233937694420136,0.7761727304160744
0.13,binary,0.8415990894864134,0.9611360239162929,0.7485069339001923,0.8265736710642726,0.7861231703100388
0.14,binary,0.8489694785448811,0.9567203959893388,0.7630326956169653,0.8271390555106035,0.7939221637404433
0.15000000000000002,binary,0.85499720826354,0.9533681982318516,0.7750278368255896,0.8277945754053,0.8004533405048215
0.16,binary,0.8602686608502976,0.9500214106563896,0.7860107298309545,0.8278642390982233,0.8061777248453648
0.17,binary,0.8655362884388139,0.9469063796524563,0.7970442352464825,0.8281186731965151,0.8120173652464558
0.18000000000000002,binary,0.8697525981288017,0.943205348163048,0.806913655228262,0.8269140114763539,0.8165507702946714
0.19,binary,0.8739304668038558,0.9396762548037731,0.8167830752100415,0.8257890818563363,0.8211225940297361
0.2,binary,0.8781811829835263,0.936171431845528,0.8269561696527988,0.8246565252665206,0.8258480925121979
0.21000000000000002,binary,0.8819670382420396,0.932130777903044,0.8369268144549044,0.8224659586546568,0.8299588920050712
0.22,binary,0.8850209293699994,0.9285634867689571,0.8453790869521206,0.8202337947916399,0.8332628990741097
0.23,binary,0.8890584304543422,0.9257108420533611,0.8551978945237372,0.8194822194672584,0.8379883975565715
0.24000000000000002,binary,0.8922586211404219,0.9228273213995998,0.8636501670209535,0.8180473766056768,0.8416765914941027
0.25,binary,0.8946068875893438,0.9194849601966127,0.8710395789047475,0.8153635145360925,0.8442122248261554
0.26,binary,0.8967781972384549,0.9167371537322901,0.8776698046360968,0.8132568445920079,0.8466326020976603
0.27,binary,0.8991255144032921,0.9140780253111599,0.8846543172385869,0.8113273180834937,0.8493219101771101
0.28,binary,0.9004351164576401,0.9108326429163215,0.8902722947666768,0.8078374709362008,0.8505513081562872
0.29000000000000004,binary,0.9016589791289723,0.9080223784838064,0.8953841481931369,0.8048121506393846,0.851742287448615
0.3,binary,0.9030604476475663,0.9055883550488599,0.9005466140297601,0.8023702612486545,0.8532406162357371
0.31,binary,0.9038894083752433,0.9026803291100903,0.9051017309444276,0.7988273763955115,0.8538937339121749
0.32,binary,0.9046407977236673,0.9001753946379354,0.9091507237574653,0.7957490183928453,0.8545084329017634
0.33,binary,0.9055733761026462,0.8968529732949468,0.9144650268245774,0.7915492093140588,0.8552383879518998
0.34,binary,0.905999550595461,0.8940133037694014,0.9183115699969633,0.7876520375897749,0.8553536440124476
0.35000000000000003,binary,0.9061062056958089,0.890839731990023,0.9219050511185343,0.7829904780389354,0.8549694571439548
0.36000000000000004,binary,0.9062608437019779,0.8879930056343501,0.9252960825994534,0.7787858183687747,0.8547005263360098
0.37,binary,0.9069250160644555,0.8862055641421948,0.9286365016702095,0.7764694228969768,0.8553152253255983
0.38,binary,0.9072144634104289,0.8836428194424452,0.9320781455612916,0.7726887299326153,0.855276806638749
0.39,binary,0.907242818561257,0.8809841693686821,0.93511489017107,0.7685461231273146,0.8548542010834069
0.4,binary,0.9074613708156819,0.8790265192845961,0.9377973479097075,0.7655818185888834,0.8548157823965576
0.41000000000000003,binary,0.9076348365358791,0.8767866408792867,0.9407328676991599,0.7621061882747115,0.8546621076491605
0.42000000000000004,binary,0.9078470041146252,0.8746891860192353,0.9436177750784492,0.7588444480558887,0.8545852702754619
0.43,binary,0.9077349140025265,0.8727926749509484,0.9455916590748051,0.7556853208466037,0.8540858273464212
0.44,binary,0.90794482022935,0.8713760528642561,0.94771738030165,0.7534791653541418,0.8541242460332705
0.45,binary,0.9077581827418535,0.869456415959961,0.94959003947768,0.7501896936345505,0.8535095470436821
0.46,binary,0.9078438948995363,0.868175519630485,0.951310861423221,0.7481000169020107,0.8533942909831342
0.47000000000000003,binary,0.9079032996697921,0.8666881413648705,0.953234133009414,0.745633172388936,0.8532021975488878
0.48000000000000004,binary,0.9080893849373392,0.8652761861104744,0.9553598542362587,0.7433472847963306,0.8532021975488878
0.49,binary,0.907720738234094,0.8631612579305308,0.9571312885919627,0.7395288080657151,0.852280149064505
